,game_id,game_date,season,OT,H_A,Team_Abbrev,Team_Score,Team_pace,Team_efg_pct,Team_tov_pct,Team_orb_pct,Team_ft_rate,Team_off_rtg,Inactives,Opponent_pace,Opponent_efg_pct,Opponent_tov_pct,Opponent_orb_pct,Opponent_ft_rate,Opponent_off_rtg,Win,fg,fga,fg2a,fg2,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,fg2_pct,ft_pct,fg3_pct,fg_pct,ast_ratio
326,201911140NOP,2019-11-14,2019-2020,0,A,LAC,127,104.8,0.613,14.1,15.4,0.286,121.1,"Patrick Beverley, Amir Coffey, Johnathan Motley, Landry Shamet, Kawhi Leonard",104.8,0.571,11.2,36.7,0.204,125.9,0,46,84,60,35,11,24,24,31,6,31,37,28,6,6,16,22,0.5833333333333334,0.7741935483870968,0.4583333333333333,0.5476190476190477,19.76842699802316
327,201911140NOP,2019-11-14,2019-2020,0,H,NOP,132,104.8,0.571,11.2,36.7,0.204,125.9,"Lonzo Ball, Zylan Cheatham, Darius Miller, Zion Williamson, Josh Hart, Jahlil Okafor, Brandon Ingram",104.8,0.613,14.1,15.4,0.286,121.1,1,47,98,64,29,18,34,20,29,18,33,51,26,11,5,14,25,0.453125,0.6896551724137931,0.5294117647058824,0.47959183673469385,17.2459538339082
328,201911140NYK,2019-11-14,2019-2020,0,A,DAL,103,95.4,0.476,10.1,24.0,0.274,108.0,"Ryan Broekhoff, Antonius Cleveland, Josh Reaves, Isaiah Roby",95.4,0.516,13.2,31.9,0.096,111.2,0,36,84,48,28,8,36,23,31,12,32,44,21,8,7,11,16,0.5833333333333334,0.7419354838709677,0.2222222222222222,0.42857142857142855,16.19870410367171
329,201911140NYK,2019-11-14,2019-2020,0,H,NYK,106,95.4,0.516,13.2,31.9,0.096,111.2,"Kadeem Allen, Reggie Bullock, Elfrid Payton, Ivan Rabb",95.4,0.476,10.1,24.0,0.274,108.0,1,42,94,64,29,13,30,9,11,15,38,53,20,6,2,15,27,0.453125,0.8181818181818182,0.43333333333333335,0.44680851063829785,14.943215780035864
330,201911140PHO,2019-11-14,2019-2020,0,A,ATL,112,109.9,0.484,17.4,31.9,0.264,101.9,"Vince Carter, John Collins, Brandon Goodwin, Kevin Huerter, Evan Turner",109.9,0.571,16.4,17.1,0.365,116.5,0,40,91,60,32,8,31,24,30,15,34,49,25,15,5,22,31,0.5333333333333333,0.8,0.25806451612903225,0.43956043956043955,16.534391534391535
331,201911140PHO,2019-11-14,2019-2020,0,H,PHO,128,109.9,0.571,16.4,17.1,0.365,116.5,"Jared Harper, Ty Jerome, Jalen Lecque",109.9,0.484,17.4,31.9,0.264,101.9,1,41,85,46,26,15,39,31,38,7,32,39,32,6,2,20,24,0.5652173913043478,0.8157894736842105,0.38461538461538464,0.4823529411764706,20.817069997397866
332,201911150CHO,2019-11-15,2019-2020,0,A,DET,106,95.8,0.586,18.1,20.6,0.136,110.7,"Jordan Bone, Sekou Doumbouya, Reggie Jackson, Louis King, Khyri Thomas",95.8,0.516,8.8,28.6,0.104,113.8,0,40,81,46,25,15,35,11,11,7,35,42,25,3,3,19,19,0.5434782608695652,1.0,0.42857142857142855,0.49382716049382713,19.254467036352434
333,201911150CHO,2019-11-15,2019-2020,0,H,CHO,109,95.8,0.516,8.8,28.6,0.104,113.8,"Dwayne Bacon, Nicolas Batum, Robert Franks, Jalen McDaniels, Kobi Simmons",95.8,0.586,18.1,20.6,0.136,110.7,1,43,96,61,30,13,35,10,16,14,27,41,22,10,3,10,17,0.4918032786885246,0.625,0.37142857142857144,0.4479166666666667,16.291469194312793
334,201911150GSW,2019-11-15,2019-2020,0,A,BOS,105,102.1,0.478,12.2,20.4,0.198,102.8,"Tacko Fall, Gordon Hayward, Romeo Langford, Tremont Waters",102.1,0.445,16.4,25.0,0.329,97.9,1,37,91,58,24,13,33,18,23,11,36,47,24,13,5,14,24,0.41379310344827586,0.782608695652174,0.3939393939393939,0.4065934065934066,17.25129384703853
335,201911150GSW,2019-11-15,2019-2020,0,H,GSW,100,102.1,0.445,16.4,25.0,0.329,97.9,"Stephen Curry, Damion Lee, Kevon Looney, Alen Smailagic, Klay Thompson, Jacob Evans",102.1,0.478,12.2,20.4,0.198,102.8,0,34,82,54,29,5,28,27,34,12,43,55,17,8,4,19,19,0.5370370370370371,0.7941176470588235,0.17857142857142858,0.4146341463414634,12.785800240673886
336,201911150HOU,2019-11-15,2019-2020,0,A,IND,102,97.5,0.5,14.6,19.0,0.244,104.6,"Brian Bowen, Jeremy Lamb, Naz Mitrou-Long, Victor Oladipo, Myles Turner, Edmond Sumner",97.5,0.483,7.3,22.7,0.281,113.9,0,37,82,49,29,8,33,20,26,8,34,42,24,2,2,16,25,0.5918367346938775,0.7692307692307693,0.24242424242424243,0.45121951219512196,17.98561151079137
337,201911150HOU,2019-11-15,2019-2020,0,H,HOU,111,97.5,0.483,7.3,22.7,0.281,113.9,"Clint Capela, Michael Frazier, Eric Gordon, Gerald Green, Nenê Hilario, Danuel House",97.5,0.5,14.6,19.0,0.244,104.6,1,36,89,43,22,14,46,25,29,10,34,44,12,11,3,8,23,0.5116279069767442,0.8620689655172413,0.30434782608695654,0.4044943820224719,9.85545335085414
338,201911150LAL,2019-11-15,2019-2020,0,A,SAC,97,90.8,0.537,16.5,24.4,0.11,106.8,"Trevor Ariza, Marvin Bagley, De'Aaron Fox, Kyle Guy, Caleb Swanigan",90.8,0.488,12.5,23.3,0.247,109.0,0,36,82,43,20,16,39,9,9,10,33,43,24,7,0,17,22,0.46511627906976744,1.0,0.41025641025641024,0.43902439024390244,18.90359168241966
339,201911150LAL,2019-11-15,2019-2020,0,H,LAL,99,90.8,0.488,12.5,23.3,0.247,109.0,"Kostas Antetokounmpo, Avery Bradley, DeMarcus Cousins, Talen Horton-Tucker",90.8,0.537,16.5,24.4,0.11,106.8,1,34,81,44,23,11,37,20,22,10,31,41,22,11,6,13,18,0.5227272727272727,0.9090909090909091,0.2972972972972973,0.41975308641975306,17.50477402928071
340,201911150MEM,2019-11-15,2019-2020,0,A,UTA,106,101.9,0.454,12.2,19.6,0.31,104.0,"Jarrell Brantley, Ed Davis, Miye Oni, Justin Wright-Foreman",101.9,0.5,9.8,20.0,0.115,105.0,0,35,87,53,26,9,34,27,32,9,36,45,17,5,6,14,16,0.49056603773584906,0.84375,0.2647058823529412,0.40229885057471265,12.8709872804361
341,201911150MEM,2019-11-15,2019-2020,0,H,MEM,107,101.9,0.5,9.8,20.0,0.115,105.0,"Andre Iguodala, Josh Jackson, John Konchar, Yuta Watanabe",101.9,0.454,12.2,19.6,0.31,104.0,1,43,96,61,33,10,35,11,13,9,37,46,25,6,5,11,23,0.5409836065573771,0.8461538461538461,0.2857142857142857,0.4479166666666667,18.152773743828057
342,201911150MIN,2019-11-15,2019-2020,0,A,WAS,137,110.2,0.59,10.5,27.7,0.19,124.3,"Chris Chiozza, Garrison Mathews, Justin Robinson, Admiral Schofield, John Wall, Ian Mahinmi",110.2,0.534,16.4,19.1,0.236,105.3,1,54,100,72,44,10,28,19,25,13,38,51,38,10,5,13,22,0.6111111111111112,0.76,0.35714285714285715,0.54,23.45679012345679
343,201911150MIN,2019-11-15,2019-2020,0,H,MIN,116,110.2,0.534,16.4,19.1,0.236,105.3,"Jordan McLaughlin, Jaylen Nowell, Naz Reid, Andrew Wiggins",110.2,0.59,10.5,27.7,0.19,124.3,0,42,89,52,31,11,37,21,29,9,34,43,26,6,5,20,20,0.5961538461538461,0.7241379310344828,0.2972972972972973,0.47191011235955055,17.596101786681107
344,201911150OKC,2019-11-15,2019-2020,1,A,PHI,119,89.4,0.578,12.3,30.2,0.167,120.6,"Jonah Bolden, Norvel Pelle, Marial Shayok, Zhaire Smith",89.4,0.605,12.1,16.7,0.461,128.7,0,45,90,58,31,14,32,15,22,13,30,43,24,6,0,14,32,0.5344827586206896,0.6818181818181818,0.4375,0.5,17.431725740848343
345,201911150OKC,2019-11-15,2019-2020,1,H,OKC,127,89.4,0.605,12.1,16.7,0.461,128.7,"Hamidou Diallo, Luguentz Dort, Andre Roberson",89.4,0.578,12.3,30.2,0.167,120.6,1,41,76,52,31,10,24,35,41,6,30,36,22,7,3,13,23,0.5961538461538461,0.8536585365853658,0.4166666666666667,0.5394736842105263,17.04897706137632
346,201911150ORL,2019-11-15,2019-2020,0,A,SAS,109,94.7,0.579,10.5,19.0,0.067,115.1,"Drew Eubanks, Keldon Johnson, Luka Samanic, Quinndary Weatherspoon",94.7,0.483,8.9,29.8,0.31,117.2,0,45,89,63,32,13,26,6,10,8,33,41,23,8,8,11,25,0.5079365079365079,0.6,0.5,0.5056179775280899,18.053375196232338
347,201911150ORL,2019-11-15,2019-2020,0,H,ORL,111,94.7,0.483,8.9,29.8,0.31,117.2,"Jonathan Isaac, B.J. Johnson, Josh Magette",94.7,0.579,10.5,19.0,0.067,115.1,1,36,87,58,24,12,29,27,34,14,34,48,22,6,5,10,13,0.41379310344827586,0.7941176470588235,0.41379310344827586,0.41379310344827586,16.422812779934308
348,201911160CHI,2019-11-16,2019-2020,0,A,BRK,117,107.7,0.511,12.9,11.4,0.307,108.7,"Wilson Chandler, Kevin Durant, Henry Ellenson, Caris LeVert, Timothe Luwawu-Cabarrot, Kyrie Irving",107.7,0.401,14.8,32.7,0.418,103.1,1,40,88,45,30,10,43,27,31,5,35,40,30,10,9,15,30,0.6666666666666666,0.8709677419354839,0.23255813953488372,0.45454545454545453,20.458265139116204
349,201911160CHI,2019-11-16,2019-2020,0,H,CHI,111,107.7,0.401,14.8,32.7,0.418,103.1,"Cristiano Felicio, Daniel Gafford, Adam Mokoka, Otto Porter, Max Strus",107.7,0.511,12.9,11.4,0.307,108.7,0,32,91,52,23,9,39,38,41,17,39,56,15,8,2,19,30,0.4423076923076923,0.926829268292683,0.23076923076923078,0.3516483516483517,10.486577181208053
350,201911160DAL,2019-11-16,2019-2020,0,A,TOR,102,100.2,0.511,12.8,14.0,0.124,101.8,"Oshae Brissett, Serge Ibaka, Kyle Lowry, Patrick McCaw, Shamorie Ponds",100.2,0.472,10.5,25.5,0.307,109.7,0,37,89,48,20,17,41,11,15,7,35,42,21,7,2,14,20,0.4166666666666667,0.7333333333333333,0.4146341463414634,0.4157303370786517,16.079632465543646
351,201911160DAL,2019-11-16,2019-2020,0,H,DAL,110,100.2,0.472,10.5,25.5,0.307,109.7,"Ryan Broekhoff, Antonius Cleveland, Josh Reaves, Isaiah Roby",100.2,0.511,12.8,14.0,0.124,101.8,1,37,88,49,28,9,39,27,33,12,43,55,24,7,4,12,15,0.5714285714285714,0.8181818181818182,0.23076923076923078,0.42045454545454547,17.326017903551836
352,201911160IND,2019-11-16,2019-2020,0,A,MIL,102,101.6,0.505,12.4,16.7,0.052,100.4,"Dragan Bender, Frank Mason, Khris Middleton, Cameron Reynolds",101.6,0.38,11.1,23.0,0.07,81.7,1,43,96,57,32,11,39,5,7,8,47,55,23,6,8,14,13,0.5614035087719298,0.7142857142857143,0.28205128205128205,0.4479166666666667,16.901822457378014
353,201911160IND,2019-11-16,2019-2020,0,H,IND,83,101.6,0.38,11.1,23.0,0.07,81.7,"Malcolm Brogdon, Jeremy Lamb, T.J. McConnell, Victor Oladipo, Edmond Sumner",101.6,0.505,12.4,16.7,0.052,100.4,0,32,100,66,20,12,34,7,9,14,40,54,19,8,7,13,10,0.30303030303030304,0.7777777777777778,0.35294117647058826,0.32,13.97469844071786
354,201911160LAC,2019-11-16,2019-2020,0,A,ATL,101,109.6,0.411,15.2,25.5,0.3,92.1,"Vince Carter, John Collins, Brandon Goodwin, Kevin Huerter",109.6,0.629,14.9,33.3,0.355,136.9,0,34,90,66,28,6,24,27,37,14,24,38,19,11,10,19,27,0.42424242424242425,0.7297297297297297,0.25,0.37777777777777777,13.168838369836429
355,201911160LAC,2019-11-16,2019-2020,0,H,LAC,150,109.6,0.629,14.9,33.3,0.355,136.9,"Patrick Beverley, Amir Coffey, Kawhi Leonard, Johnathan Motley, Landry Shamet",109.6,0.411,15.2,25.5,0.3,92.1,1,50,93,60,33,17,33,33,35,12,41,53,30,10,12,19,28,0.55,0.9428571428571428,0.5151515151515151,0.5376344086021505,19.05972045743329
356,201911160MIA,2019-11-16,2019-2020,0,A,NOP,94,95.0,0.549,17.5,16.3,0.049,99.0,"Lonzo Ball, Darius Miller, Jahlil Okafor, Zion Williamson",95.0,0.599,18.7,27.3,0.148,114.8,0,37,82,47,21,16,35,4,6,7,24,31,23,10,2,18,16,0.44680851063829785,0.6666666666666666,0.45714285714285713,0.45121951219512196,18.30627188793378
357,201911160MIA,2019-11-16,2019-2020,0,H,MIA,109,95.0,0.599,18.7,27.3,0.148,114.8,"KZ Okpala, Dion Waiters, Justise Winslow, Derrick Jones",95.0,0.549,17.5,16.3,0.049,99.0,1,44,81,57,35,9,24,12,13,9,36,45,25,13,3,20,6,0.6140350877192983,0.9230769230769231,0.375,0.5432098765432098,18.979653811114485
358,201911160MIN,2019-11-16,2019-2020,0,A,HOU,125,97.1,0.559,10.4,29.8,0.213,128.8,"Clint Capela, Michael Frazier, Eric Gordon, Gerald Green, Nenê Hilario, Danuel House",97.1,0.524,16.1,31.7,0.202,108.2,1,43,94,45,24,19,49,20,22,14,28,42,15,7,3,12,18,0.5333333333333333,0.9090909090909091,0.3877551020408163,0.4574468085106383,11.478420569329659
359,201911160MIN,2019-11-16,2019-2020,0,H,MIN,105,97.1,0.524,16.1,31.7,0.202,108.2,"Jordan McLaughlin, Jaylen Nowell, Naz Reid, Andrew Wiggins, Shabazz Napier",97.1,0.559,10.4,29.8,0.213,128.8,0,38,84,46,26,12,38,17,23,13,33,46,23,7,5,18,20,0.5652173913043478,0.7391304347826086,0.3157894736842105,0.4523809523809524,17.021906453522796
360,201911160NYK,2019-11-16,2019-2020,0,A,CHO,103,90.8,0.511,9.5,25.5,0.161,113.4,"Robert Franks, Caleb Martin, Jalen McDaniels, Kobi Simmons",90.8,0.488,10.3,30.2,0.209,112.3,1,36,87,39,19,17,48,14,19,12,30,42,22,5,3,10,18,0.48717948717948717,0.7368421052631579,0.3541666666666667,0.41379310344827586,17.27386934673367
361,201911160NYK,2019-11-16,2019-2020,0,H,NYK,102,90.8,0.488,10.3,30.2,0.209,112.3,"Kadeem Allen, Reggie Bullock, Elfrid Payton, Ivan Rabb",90.8,0.511,9.5,25.5,0.161,113.4,0,39,86,66,33,6,20,18,23,13,35,48,22,5,1,11,21,0.5,0.782608695652174,0.3,0.45348837209302323,17.038413878562576
362,201911160SAS,2019-11-16,2019-2020,0,A,POR,121,104.2,0.522,10.3,20.0,0.258,116.1,"Moses Brown, Zach Collins, Pau Gasol, Jaylen Hoard, Jusuf Nurkic",104.2,0.494,8.9,15.2,0.33,111.3,1,42,93,54,29,13,39,24,26,9,39,48,21,2,4,12,20,0.5370370370370371,0.9230769230769231,0.3333333333333333,0.45161290322580644,15.279394644935973
363,201911160SAS,2019-11-16,2019-2020,0,H,SAS,116,104.2,0.494,8.9,15.2,0.33,111.3,"Drew Eubanks, Dejounte Murray, Luka Samanic, Quinndary Weatherspoon",104.2,0.522,10.3,20.0,0.258,116.1,0,41,88,70,36,5,18,29,34,7,36,43,25,8,7,10,17,0.5142857142857142,0.8529411764705882,0.2777777777777778,0.4659090909090909,18.12119454914468
364,201911170CLE,2019-11-17,2019-2020,0,A,PHI,114,99.9,0.601,12.4,11.4,0.155,114.1,"Jonah Bolden, Norvel Pelle, Marial Shayok, Zhaire Smith",99.9,0.411,12.2,21.6,0.233,95.1,1,46,84,61,37,9,23,13,17,4,40,44,33,6,11,13,22,0.6065573770491803,0.7647058823529411,0.391304347826087,0.5476190476190477,24.003491416933368
365,201911170CLE,2019-11-17,2019-2020,0,H,CLE,95,99.9,0.411,12.2,21.6,0.233,95.1,"John Henson, Larry Nance, Dean Wade, Dylan Windler",99.9,0.601,12.4,11.4,0.155,114.1,0,34,90,65,28,6,25,21,24,11,31,42,14,9,5,14,21,0.4307692307692308,0.875,0.24,0.37777777777777777,10.88985687616677
366,201911170LAL,2019-11-17,2019-2020,0,A,ATL,101,101.0,0.477,15.7,22.0,0.221,100.0,"Vince Carter, John Collins, Brandon Goodwin, Kevin Huerter",101.0,0.612,14.3,26.3,0.146,120.8,0,37,86,58,29,8,28,19,25,9,28,37,16,11,2,18,19,0.5,0.76,0.2857142857142857,0.43023255813953487,12.213740458015268
367,201911170LAL,2019-11-17,2019-2020,0,H,LAL,122,101.0,0.612,14.3,26.3,0.146,120.8,"Kostas Antetokounmpo, Avery Bradley, DeMarcus Cousins, Talen Horton-Tucker, Zach Norvell",101.0,0.477,15.7,22.0,0.221,100.0,1,47,89,54,32,15,35,13,16,10,32,42,26,10,14,16,19,0.5925925925925926,0.8125,0.42857142857142855,0.5280898876404494,18.835120254998547
368,201911170MEM,2019-11-17,2019-2020,0,A,DEN,131,101.7,0.652,10.8,14.3,0.169,128.8,"Bol Bol, Vlatko Cancar, PJ Dozier",101.7,0.56,14.5,21.4,0.238,112.1,1,49,89,57,31,18,32,15,23,6,33,39,36,10,10,12,24,0.543859649122807,0.6521739130434783,0.5625,0.550561797752809,24.469820554649264
369,201911170MEM,2019-11-17,2019-2020,0,H,MEM,114,101.7,0.56,14.5,21.4,0.238,112.1,"Andre Iguodala, Josh Jackson, John Konchar, Yuta Watanabe",101.7,0.652,10.8,14.3,0.169,128.8,0,39,84,48,23,16,36,20,24,9,36,45,29,4,3,16,17,0.4791666666666667,0.8333333333333334,0.4444444444444444,0.4642857142857143,20.779593006592147
370,201911170NOP,2019-11-17,2019-2020,0,A,GSW,100,97.6,0.445,9.0,19.6,0.209,102.4,"Stephen Curry, Damion Lee, Kevon Looney, Alen Smailagic, Klay Thompson, Jacob Evans, ""DAngelo Russell""",97.6,0.517,11.7,24.4,0.18,110.6,0,37,91,66,30,7,25,19,23,9,34,43,23,7,3,10,19,0.45454545454545453,0.8260869565217391,0.28,0.4065934065934066,17.148821950492096
371,201911170NOP,2019-11-17,2019-2020,0,H,NOP,108,97.6,0.517,11.7,24.4,0.18,110.6,"Lonzo Ball, Derrick Favors, Darius Miller, Zion Williamson, Josh Hart",97.6,0.445,9.0,19.6,0.209,102.4,1,37,89,43,19,18,46,16,20,11,37,48,24,3,5,13,21,0.4418604651162791,0.8,0.391304347826087,0.4157303370786517,17.80415430267062
372,201911170ORL,2019-11-17,2019-2020,0,A,WAS,121,99.7,0.572,8.1,18.0,0.103,121.3,"Chris Chiozza, Garrison Mathews, Justin Robinson, Admiral Schofield, John Wall, Jordan McRae, Ian Mahinmi",99.7,0.58,12.5,27.5,0.276,125.4,0,46,97,56,27,19,41,10,12,9,29,38,31,7,2,9,21,0.48214285714285715,0.8333333333333334,0.4634146341463415,0.4742268041237113,21.788023615406242
373,201911170ORL,2019-11-17,2019-2020,0,H,ORL,125,99.7,0.58,12.5,27.5,0.276,125.4,"Jonathan Isaac, B.J. Johnson, Josh Magette",99.7,0.572,8.1,18.0,0.103,121.3,1,43,87,49,28,15,38,24,26,11,41,52,25,5,3,14,15,0.5714285714285714,0.9230769230769231,0.39473684210526316,0.4942528735632184,18.18975552968568
374,201911170SAC,2019-11-17,2019-2020,0,A,BOS,99,94.1,0.476,13.1,22.2,0.256,105.2,"Tacko Fall, Gordon Hayward, Romeo Langford, Tremont Waters",94.1,0.506,11.3,21.7,0.112,106.3,0,34,82,52,24,10,30,21,24,10,36,46,26,7,3,14,14,0.46153846153846156,0.875,0.3333333333333333,0.4146341463414634,19.6137598068799
375,201911170SAC,2019-11-17,2019-2020,0,H,SAC,100,94.1,0.506,11.3,21.7,0.112,106.3,"Marvin Bagley, De'Aaron Fox, Kyle Guy, Caleb Swanigan",94.1,0.476,13.1,22.2,0.256,105.2,1,38,89,54,24,14,35,10,12,10,35,45,22,8,7,12,24,0.4444444444444444,0.8333333333333334,0.4,0.42696629213483145,17.149984409105084
376,201911180BRK,2019-11-18,2019-2020,0,A,IND,115,99.0,0.505,8.4,29.4,0.129,116.2,"Malcolm Brogdon, Jeremy Lamb, T.J. McConnell, Victor Oladipo, Edmond Sumner",99.0,0.423,8.7,7.7,0.179,86.9,1,44,101,68,30,14,33,13,17,15,48,63,26,5,8,10,22,0.4411764705882353,0.7647058823529411,0.42424242424242425,0.43564356435643564,17.995570321151714
377,201911180BRK,2019-11-18,2019-2020,0,H,BRK,86,99.0,0.423,8.7,7.7,0.179,86.9,"Wilson Chandler, Kevin Durant, Henry Ellenson, Kyrie Irving, Caris LeVert",99.0,0.505,8.4,29.4,0.129,116.2,0,30,84,50,19,11,34,15,24,4,36,40,18,2,7,9,19,0.38,0.625,0.3235294117647059,0.35714285714285715,14.807502467917077
378,201911180CHI,2019-11-18,2019-2020,0,A,MIL,115,102.0,0.555,13.3,17.8,0.293,112.7,"Dragan Bender, Frank Mason, Khris Middleton, Cameron Reynolds",102.0,0.464,11.9,24.5,0.113,99.0,1,38,82,41,23,15,41,24,35,8,40,48,24,12,9,15,16,0.5609756097560976,0.6857142857142857,0.36585365853658536,0.4634146341463415,17.59530791788856
379,201911180CHI,2019-11-18,2019-2020,0,H,CHI,101,102.0,0.464,11.9,24.5,0.113,99.0,"Cristiano Felicio, Luke Kornet, Adam Mokoka, Otto Porter, Max Strus",102.0,0.555,13.3,17.8,0.293,112.7,0,39,97,63,27,12,34,11,14,13,37,50,25,6,6,14,25,0.42857142857142855,0.7857142857142857,0.35294117647058826,0.4020618556701031,17.585818795723128
380,201911180DAL,2019-11-18,2019-2020,0,A,SAS,110,94.1,0.5,8.0,34.7,0.146,116.9,"Drew Eubanks, Keldon Johnson, Luka Samanic, Quinndary Weatherspoon",94.1,0.601,12.1,22.5,0.19,124.3,0,44,96,72,36,8,24,14,16,17,31,48,18,6,2,9,18,0.5,0.875,0.3333333333333333,0.4583333333333333,13.841894801599505
381,201911180DAL,2019-11-18,2019-2020,0,H,DAL,117,94.1,0.601,12.1,22.5,0.19,124.3,"Ryan Broekhoff, Antonius Cleveland, Josh Reaves, Isaiah Roby",94.1,0.5,8.0,34.7,0.146,116.9,1,42,84,43,25,17,41,16,23,9,32,41,28,4,3,13,19,0.5813953488372093,0.6956521739130435,0.4146341463414634,0.5,20.722320899940794
382,201911180HOU,2019-11-18,2019-2020,0,A,POR,108,107.7,0.474,13.8,22.6,0.177,100.3,"Moses Brown, Zach Collins, Pau Gasol, Jaylen Hoard, Jusuf Nurkic",107.7,0.555,12.6,34.7,0.21,122.6,0,40,96,60,29,11,36,17,23,12,32,44,28,7,5,17,21,0.48333333333333334,0.7391304347826086,0.3055555555555556,0.4166666666666667,18.528321863419798
383,201911180HOU,2019-11-18,2019-2020,0,H,HOU,132,107.7,0.555,12.6,34.7,0.21,122.6,"Michael Frazier, Eric Gordon, Gerald Green, Nenê Hilario",107.7,0.474,13.8,22.6,0.177,100.3,1,47,100,55,30,17,45,21,26,17,41,58,24,9,10,16,21,0.5454545454545454,0.8076923076923077,0.37777777777777777,0.47,15.847860538827259
384,201911180LAC,2019-11-18,2019-2020,0,A,OKC,88,94.0,0.42,16.3,20.0,0.333,93.6,"Hamidou Diallo, Luguentz Dort, Justin Patton, Andre Roberson",94.0,0.46,15.4,26.5,0.115,95.8,0,28,75,48,21,7,27,25,28,9,36,45,17,12,4,17,19,0.4375,0.8928571428571429,0.25925925925925924,0.37333333333333335,14.012528849324102
385,201911180LAC,2019-11-18,2019-2020,0,H,LAC,90,94.0,0.46,15.4,26.5,0.115,95.8,"Amir Coffey, Kawhi Leonard, Johnathan Motley, Landry Shamet",94.0,0.42,16.3,20.0,0.333,93.6,1,35,87,51,25,10,36,10,14,13,36,49,23,7,5,17,25,0.49019607843137253,0.7142857142857143,0.2777777777777778,0.40229885057471265,17.272454190447583
386,201911180NYK,2019-11-18,2019-2020,0,A,CLE,105,96.4,0.586,17.6,26.3,0.211,108.9,"Tyler Cook, John Henson, Kevin Love, Larry Nance, Dylan Windler",96.4,0.49,5.8,38.0,0.276,127.6,0,36,76,40,19,17,36,16,30,10,31,41,18,2,1,19,26,0.475,0.5333333333333333,0.4722222222222222,0.47368421052631576,14.263074484944532
387,201911180NYK,2019-11-18,2019-2020,0,H,NYK,123,96.4,0.49,5.8,38.0,0.276,127.6,"Kadeem Allen, Ignas Brazdeikis, Reggie Bullock, Elfrid Payton, Ivan Rabb",96.4,0.586,17.6,26.3,0.211,108.9,1,44,98,75,36,8,23,27,35,19,28,47,17,8,10,7,24,0.48,0.7714285714285715,0.34782608695652173,0.4489795918367347,12.372634643377001
388,201911180PHO,2019-11-18,2019-2020,0,A,BOS,99,98.6,0.483,15.0,22.9,0.146,100.4,"Tacko Fall, Gordon Hayward, Romeo Langford, Tremont Waters",98.6,0.463,17.9,16.3,0.11,86.2,1,37,89,48,25,12,41,13,17,11,41,52,22,12,5,17,21,0.5208333333333334,0.7647058823529411,0.2926829268292683,0.4157303370786517,16.238559196929433
389,201911180PHO,2019-11-18,2019-2020,0,H,PHO,85,98.6,0.463,17.9,16.3,0.11,86.2,"Jared Harper, Ty Jerome, Jalen Lecque",98.6,0.483,15.0,22.9,0.146,100.4,0,33,82,46,23,10,36,9,12,8,37,45,22,7,6,19,17,0.5,0.75,0.2777777777777778,0.4024390243902439,17.149984409105084
390,201911180TOR,2019-11-18,2019-2020,0,A,CHO,96,95.9,0.519,17.7,19.6,0.192,100.1,"Robert Franks, Caleb Martin, Jalen McDaniels, Kobi Simmons",95.9,0.619,8.8,36.4,0.124,137.6,0,33,78,33,18,15,45,15,24,9,28,37,26,3,8,19,19,0.5454545454545454,0.625,0.3333333333333333,0.4230769230769231,19.46690625935909
391,201911180TOR,2019-11-18,2019-2020,0,H,TOR,132,95.9,0.619,8.8,36.4,0.124,137.6,"Serge Ibaka, Stanley Johnson, Kyle Lowry, Patrick McCaw, Shamorie Ponds",95.9,0.519,17.7,19.6,0.192,100.1,1,50,97,54,30,20,43,12,15,16,37,53,40,13,2,10,25,0.5555555555555556,0.8,0.46511627906976744,0.5154639175257731,26.041666666666668
392,201911180UTA,2019-11-18,2019-2020,0,A,MIN,112,106.5,0.539,13.3,10.9,0.18,105.2,"Jordan McLaughlin, Shabazz Napier, Jaylen Nowell, Andrew Wiggins",106.5,0.427,11.5,20.7,0.208,95.8,1,41,89,51,27,14,38,16,19,5,46,51,22,6,10,15,25,0.5294117647058824,0.8421052631578947,0.3684210526315789,0.4606741573033708,16.373920809764808
393,201911180UTA,2019-11-18,2019-2020,0,H,UTA,102,106.5,0.427,11.5,20.7,0.208,95.8,"Jarrell Brantley, Ed Davis, Miye Oni, Justin Wright-Foreman",106.5,0.539,13.3,10.9,0.18,105.2,0,35,96,65,23,12,31,20,26,12,41,53,20,5,5,14,23,0.35384615384615387,0.7692307692307693,0.3870967741935484,0.3645833333333333,14.14027149321267
394,201911190LAL,2019-11-19,2019-2020,0,A,OKC,107,96.6,0.531,14.2,20.0,0.275,110.7,"Hamidou Diallo, Luguentz Dort, Justin Patton, Andre Roberson",96.6,0.562,14.1,31.1,0.135,115.9,0,38,80,52,29,9,28,22,25,8,31,39,22,10,2,15,22,0.5576923076923077,0.88,0.32142857142857145,0.475,17.1875
395,201911190LAL,2019-11-19,2019-2020,0,H,LAL,112,96.6,0.562,14.1,31.1,0.135,115.9,"Kostas Antetokounmpo, Avery Bradley, DeMarcus Cousins, Talen Horton-Tucker, Zach Norvell",96.6,0.531,14.2,20.0,0.275,110.7,1,43,89,58,29,14,31,12,19,14,32,46,29,9,8,16,20,0.5,0.631578947368421,0.45161290322580644,0.48314606741573035,20.370890699634728
