,game_id,game_date,season,OT,H_A,Team_Abbrev,Team_Score,Team_pace,Team_efg_pct,Team_tov_pct,Team_orb_pct,Team_ft_rate,Team_off_rtg,Inactives,Opponent_pace,Opponent_efg_pct,Opponent_tov_pct,Opponent_orb_pct,Opponent_ft_rate,Opponent_off_rtg,Win,fg,fga,fg2a,fg2,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,fg2_pct,ft_pct,fg3_pct,fg_pct,ast_ratio
2941,202102160PHO,2021-02-16,2020-2021,0,H,PHO,124,93.9,0.636,6.0,10.8,0.136,132.1,"Ty-Shon Alexander, Jalen Smith",93.9,0.695,10.1,11.8,0.171,136.3,0,48,88,51,32,16,37,12,12,4,30,34,28,7,3,6,15,0.6274509803921569,1.0,0.43243243243243246,0.5454545454545454,21.99874292897549
2942,202102170BOS,2021-02-17,2020-2021,0,A,ATL,122,97.2,0.623,13.4,23.5,0.338,125.5,"Bogdan Bogdanovic, Kris Dunn, De'Andre Hunter, Nathan Knight, Rajon Rondo",97.2,0.523,14.0,27.5,0.279,117.3,1,44,77,53,36,8,24,26,31,8,29,37,19,8,2,14,18,0.6792452830188679,0.8387096774193549,0.3333333333333333,0.5714285714285714,15.367195082497574
2943,202102170BOS,2021-02-17,2020-2021,0,H,BOS,114,97.2,0.523,14.0,27.5,0.279,117.3,"Romeo Langford, Marcus Smart, Daniel Theis, Kemba Walker",97.2,0.623,13.4,23.5,0.338,125.5,0,40,86,55,30,10,31,24,27,11,26,37,22,9,3,16,27,0.5454545454545454,0.8888888888888888,0.3225806451612903,0.46511627906976744,16.190756549896967
2944,202102170CHI,2021-02-17,2020-2021,0,A,DET,102,98.3,0.5,12.3,13.6,0.244,103.7,"Blake Griffin, Killian Hayes, Frank Jackson, Saben Lee, Jahlil Okafor",98.3,0.529,12.0,19.0,0.176,106.8,0,37,82,54,29,8,28,20,24,6,34,40,15,9,2,13,21,0.5370370370370371,0.8333333333333334,0.2857142857142857,0.45121951219512196,12.441937624419376
2945,202102170CHI,2021-02-17,2020-2021,0,H,CHI,105,98.3,0.529,12.0,19.0,0.176,106.8,"Devon Dotson, Chandler Hutchison, Lauri Markkanen, Adam Mokoka, Otto Porter",98.3,0.5,12.3,13.6,0.244,103.7,1,41,85,57,33,8,28,15,24,8,38,46,29,8,7,13,20,0.5789473684210527,0.625,0.2857142857142857,0.4823529411764706,21.08170979936028
2946,202102170GSW,2021-02-17,2020-2021,1,A,MIA,112,98.4,0.521,12.8,15.9,0.113,103.1,"Meyers Leonard, Chris Silva, Avery Bradley, Goran Dragic",98.4,0.547,13.3,17.6,0.168,110.4,0,44,97,61,31,13,36,11,12,7,42,49,28,8,5,15,22,0.5081967213114754,0.9166666666666666,0.3611111111111111,0.4536082474226804,19.273127753303964
2947,202102170GSW,2021-02-17,2020-2021,1,H,GSW,120,98.4,0.547,13.3,17.6,0.168,110.4,"Marquese Chriss, Nico Mannion, Jordan Poole, Alen Smailagic, Klay Thompson, Draymond Green, Kevon Looney, James Wiseman",98.4,0.521,12.8,15.9,0.113,103.1,1,43,95,43,25,18,52,16,21,9,37,46,32,10,1,16,19,0.5813953488372093,0.7619047619047619,0.34615384615384615,0.45263157894736844,21.019442984760904
2948,202102170LAC,2021-02-17,2020-2021,0,A,UTA,114,99.5,0.495,10.9,30.9,0.173,114.6,"Udoka Azubuike, Mike Conley, Elijah Hughes",99.5,0.494,14.6,20.0,0.128,96.5,1,42,98,58,29,13,40,17,20,17,36,53,19,12,3,13,15,0.5,0.85,0.325,0.42857142857142855,13.688760806916425
2949,202102170LAC,2021-02-17,2020-2021,0,H,LAC,96,99.5,0.494,14.6,20.0,0.128,96.5,"Nicolas Batum, Kawhi Leonard, Daniel Oturu, Jay Scrubb",99.5,0.495,10.9,30.9,0.173,114.6,0,38,86,60,29,9,26,11,17,9,38,47,18,5,2,16,19,0.48333333333333334,0.6470588235294118,0.34615384615384615,0.4418604651162791,14.119861939127706
2950,202102170MEM,2021-02-17,2020-2021,0,A,OKC,113,100.7,0.571,16.6,14.0,0.308,112.3,"Trevor Ariza, Moses Brown, Josh Hall, Ty Jerome, Aleksej Pokusevski",100.7,0.578,11.0,17.5,0.313,121.2,0,35,78,37,16,19,41,24,28,6,33,39,25,5,3,18,25,0.43243243243243246,0.8571428571428571,0.4634146341463415,0.44871794871794873,18.751875187518753
2951,202102170MEM,2021-02-17,2020-2021,0,H,MEM,122,100.7,0.578,11.0,17.5,0.313,121.2,"Desmond Bane, Jaren Jackson, Jontay Porter, Killian Tillie, Justise Winslow",100.7,0.571,16.6,14.0,0.308,112.3,1,42,83,57,30,12,26,26,33,7,37,44,31,14,4,12,18,0.5263157894736842,0.7878787878787878,0.46153846153846156,0.5060240963855421,22.060916595502423
2952,202102170MIN,2021-02-17,2020-2021,1,A,IND,134,101.4,0.572,11.4,23.3,0.237,119.7,"Brian Bowen, Jalen Lecque, Caris LeVert, Cassius Stanley, T.J. Warren",101.4,0.491,8.5,21.2,0.215,114.4,1,49,97,71,36,13,26,23,27,10,41,51,31,5,7,14,18,0.5070422535211268,0.8518518518518519,0.5,0.5051546391752577,20.14556797504549
2953,202102170MIN,2021-02-17,2020-2021,1,H,MIN,128,101.4,0.491,8.5,21.2,0.215,114.4,"Jarrett Culver, D'Angelo Russell",101.4,0.572,11.4,23.3,0.237,119.7,0,45,107,67,30,15,40,23,25,11,33,44,37,12,8,11,20,0.44776119402985076,0.92,0.375,0.4205607476635514,22.289156626506024
2954,202102170NOP,2021-02-17,2020-2021,0,A,POR,126,94.2,0.611,8.4,17.5,0.178,133.7,Harry Giles,94.2,0.567,9.8,42.9,0.258,131.6,1,46,90,49,28,18,41,16,18,7,24,31,26,6,7,9,19,0.5714285714285714,0.8888888888888888,0.43902439024390244,0.5111111111111111,19.560637977730963
2955,202102170NOP,2021-02-17,2020-2021,0,H,NOP,124,94.2,0.567,9.8,42.9,0.258,131.6,"Will Magnay, Naji Marshall",94.2,0.611,8.4,17.5,0.178,133.7,0,43,89,57,28,15,32,23,29,18,33,51,25,5,1,11,15,0.49122807017543857,0.7931034482758621,0.46875,0.48314606741573035,18.147502903600465
2956,202102170ORL,2021-02-17,2020-2021,0,A,NYK,89,97.7,0.42,14.4,20.0,0.184,91.1,"Ignas Brazdeikis, Jared Harper, Mitchell Robinson",97.7,0.543,11.1,21.7,0.076,109.5,0,33,87,60,26,7,27,16,19,10,36,46,16,7,5,16,14,0.43333333333333335,0.8421052631578947,0.25925925925925924,0.3793103448275862,12.56281407035176
2957,202102170ORL,2021-02-17,2020-2021,0,H,ORL,107,97.7,0.543,11.1,21.7,0.076,109.5,"Cole Anthony, Markelle Fultz, Aaron Gordon, Jonathan Isaac, Karim Mane",97.7,0.42,14.4,20.0,0.184,91.1,1,42,92,58,26,16,34,7,10,10,40,50,27,10,7,12,15,0.4482758620689655,0.7,0.47058823529411764,0.45652173913043476,19.940915805022154
2958,202102170PHI,2021-02-17,2020-2021,0,A,HOU,113,106.3,0.538,15.3,18.4,0.152,106.3,"Dante Exum, Kenyon Martin, Kevin Porter, Christian Wood",106.3,0.556,17.4,18.9,0.346,111.0,0,42,92,45,27,15,47,14,18,9,30,39,26,13,6,18,24,0.6,0.7777777777777778,0.3191489361702128,0.45652173913043476,18.065591995553085
2959,202102170PHI,2021-02-17,2020-2021,0,H,PHI,118,106.3,0.556,17.4,18.9,0.346,111.0,"Shake Milton, Paul Reed, Ben Simmons, Rayjon Tucker",106.3,0.538,15.3,18.4,0.152,106.3,1,39,81,55,27,12,26,28,32,7,40,47,23,12,6,20,21,0.4909090909090909,0.875,0.46153846153846156,0.48148148148148145,16.657010428736967
2960,202102170WAS,2021-02-17,2020-2021,0,A,DEN,128,101.4,0.614,9.9,21.7,0.163,126.3,"Will Barton, PJ Dozier, Paul Millsap, Greg Whittington",101.4,0.599,11.4,22.0,0.314,128.3,0,48,92,54,31,17,38,15,18,10,32,42,23,7,7,11,26,0.5740740740740741,0.8333333333333334,0.4473684210526316,0.5217391304347826,17.17443249701314
2961,202102170WAS,2021-02-17,2020-2021,0,H,WAS,130,101.4,0.599,11.4,22.0,0.314,128.3,"Thomas Bryant, Ish Smith, Cassius Winston",101.4,0.614,9.9,21.7,0.163,126.3,1,44,86,53,29,15,33,27,34,9,36,45,31,7,3,13,20,0.5471698113207547,0.7941176470588235,0.45454545454545453,0.5116279069767442,21.38520971302428
2962,202102180LAL,2021-02-18,2020-2021,0,A,BRK,109,92.0,0.61,12.9,21.6,0.195,118.5,"Chris Chiozza, Spencer Dinwiddie, Kevin Durant, Reggie Perry, Iman Shumpert",92.0,0.53,15.2,24.4,0.12,106.5,1,38,77,38,20,18,39,15,24,8,31,39,23,9,3,13,18,0.5263157894736842,0.625,0.46153846153846156,0.4935064935064935,18.614438329556492
2963,202102180LAL,2021-02-18,2020-2021,0,H,LAL,98,92.0,0.53,15.2,24.4,0.12,106.5,"Kostas Antetokounmpo, Anthony Davis, Dennis Schroder",92.0,0.61,12.9,21.6,0.195,118.5,0,40,83,53,32,8,30,10,14,10,29,39,21,7,4,16,16,0.6037735849056604,0.7142857142857143,0.26666666666666666,0.4819277108433735,16.64552948636652
2964,202102180MIL,2021-02-18,2020-2021,0,A,TOR,110,94.6,0.564,9.3,5.1,0.282,116.3,"Jalen Harris, Kyle Lowry, Patrick McCaw",94.6,0.455,13.3,30.0,0.182,101.5,1,38,78,43,26,12,35,22,23,2,35,37,26,6,6,9,21,0.6046511627906976,0.9565217391304348,0.34285714285714286,0.48717948717948717,21.11760883690708
2965,202102180MIL,2021-02-18,2020-2021,0,H,MIL,96,94.6,0.455,13.3,30.0,0.182,101.5,"Mamadi Diakite, Jrue Holiday, Sam Merrill, Jordan Nwora",94.6,0.564,9.3,5.1,0.282,116.3,0,35,88,54,25,10,34,16,23,15,37,52,23,6,2,15,23,0.46296296296296297,0.6956521739130435,0.29411764705882354,0.3977272727272727,16.896855715545108
2966,202102180SAC,2021-02-18,2020-2021,0,A,MIA,118,101.7,0.579,12.3,20.5,0.084,116.0,"Meyers Leonard, Chris Silva",101.7,0.543,13.0,26.0,0.097,108.2,1,49,95,61,37,12,34,8,10,8,37,45,36,8,2,14,15,0.6065573770491803,0.8,0.35294117647058826,0.5157894736842106,24.096385542168672
2967,202102180SAC,2021-02-18,2020-2021,0,H,SAC,110,101.7,0.543,13.0,26.0,0.097,108.2,"Harrison Barnes, Chimezie Metu, Jahmi'us Ramsey, Robert Woodard, Richaun Holmes",101.7,0.579,12.3,20.5,0.084,116.0,0,43,93,52,28,15,41,9,16,13,31,44,29,7,3,15,18,0.5384615384615384,0.5625,0.36585365853658536,0.46236559139784944,20.133296306581503
2968,202102190BOS,2021-02-19,2020-2021,0,A,ATL,109,99.8,0.478,11.4,27.1,0.256,109.3,"Bogdan Bogdanovic, Kris Dunn, De'Andre Hunter, Nathan Knight, Rajon Rondo",99.8,0.633,16.0,24.3,0.078,121.3,0,38,90,60,28,10,30,23,25,13,28,41,21,14,6,13,14,0.4666666666666667,0.92,0.3333333333333333,0.4222222222222222,15.555555555555555
2969,202102190BOS,2021-02-19,2020-2021,0,H,BOS,121,99.8,0.633,16.0,24.3,0.078,121.3,"Romeo Langford, Marcus Smart",99.8,0.478,11.4,27.1,0.256,109.3,1,50,90,55,36,14,35,7,10,9,35,44,26,8,12,18,21,0.6545454545454545,0.7,0.4,0.5555555555555556,18.786127167630056
2970,202102190CLE,2021-02-19,2020-2021,0,A,DEN,120,94.6,0.669,14.6,22.2,0.163,126.8,"PJ Dozier, Gary Harris, Paul Millsap, Greg Whittington",94.6,0.542,16.3,29.5,0.157,108.9,1,46,80,49,31,15,31,13,17,6,31,37,24,9,2,15,17,0.6326530612244898,0.7647058823529411,0.4838709677419355,0.575,18.975332068311197
2971,202102190CLE,2021-02-19,2020-2021,0,H,CLE,103,94.6,0.542,16.3,29.5,0.157,108.9,"Marques Bolden, Matthew Dellavedova, Andre Drummond, Kevin Love, Taurean Prince, Larry Nance",94.6,0.669,14.6,22.2,0.163,126.8,0,39,83,52,27,12,31,13,21,13,21,34,30,8,4,18,15,0.5192307692307693,0.6190476190476191,0.3870967741935484,0.46987951807228917,21.39189960068454
2972,202102190LAC,2021-02-19,2020-2021,0,A,UTA,112,96.7,0.547,9.5,15.0,0.209,115.8,"Udoka Azubuike, Jarrell Brantley, Elijah Hughes",96.7,0.539,10.0,25.6,0.225,120.0,0,41,86,52,29,12,34,18,21,6,32,38,13,7,6,10,22,0.5576923076923077,0.8571428571428571,0.35294117647058826,0.47674418604651164,10.994587280108254
2973,202102190LAC,2021-02-19,2020-2021,0,H,LAC,116,96.7,0.539,10.0,25.6,0.225,120.0,"Daniel Oturu, Jay Scrubb",96.7,0.547,9.5,15.0,0.209,115.8,1,43,89,59,33,10,30,20,22,11,34,45,22,5,4,11,20,0.559322033898305,0.9090909090909091,0.3333333333333333,0.48314606741573035,16.707168894289186
2974,202102190MEM,2021-02-19,2020-2021,0,A,DET,95,96.7,0.5,18.6,26.5,0.105,98.3,"Blake Griffin, Killian Hayes, Frank Jackson, Saben Lee, Jahlil Okafor",96.7,0.494,9.9,28.9,0.222,112.7,0,36,86,41,22,14,45,9,13,13,32,45,27,8,7,21,22,0.5365853658536586,0.6923076923076923,0.3111111111111111,0.4186046511627907,19.324363011737763
2975,202102190MEM,2021-02-19,2020-2021,0,H,MEM,109,96.7,0.494,9.9,28.9,0.222,112.7,"Dillon Brooks, Jaren Jackson, Jontay Porter, Killian Tillie, Justise Winslow",96.7,0.5,18.6,26.5,0.105,98.3,1,42,90,70,37,5,20,20,23,13,36,49,20,12,4,11,13,0.5285714285714286,0.8695652173913043,0.25,0.4666666666666667,15.25320317266626
2976,202102190MIL,2021-02-19,2020-2021,0,A,OKC,85,95.6,0.435,9.6,13.8,0.129,88.9,"Trevor Ariza, Moses Brown, Josh Hall, Ty Jerome, Aleksej Pokusevski",95.6,0.471,11.0,22.4,0.198,102.5,0,31,85,45,19,12,40,11,21,8,38,46,20,4,5,10,23,0.4222222222222222,0.5238095238095238,0.3,0.36470588235294116,16.097875080489377
2977,202102190MIL,2021-02-19,2020-2021,0,H,MIL,98,95.6,0.471,11.0,22.4,0.198,102.5,"Jaylen Adams, Mamadi Diakite, Jordan Nwora",95.6,0.435,9.6,13.8,0.129,88.9,1,35,86,52,24,11,34,17,25,11,50,61,23,5,6,12,18,0.46153846153846156,0.68,0.3235294117647059,0.4069767441860465,17.424242424242426
2978,202102190MIN,2021-02-19,2020-2021,0,A,TOR,86,91.9,0.4,13.7,28.8,0.212,93.6,"Jalen Harris, Kyle Lowry",91.9,0.44,12.9,14.3,0.096,88.1,1,28,85,45,16,12,40,18,22,15,36,51,16,8,6,15,16,0.35555555555555557,0.8181818181818182,0.3,0.32941176470588235,12.73074474856779
2979,202102190MIN,2021-02-19,2020-2021,0,H,MIN,81,91.9,0.44,12.9,14.3,0.096,88.1,"Jarrett Culver, D'Angelo Russell",91.9,0.4,13.7,28.8,0.212,93.6,0,32,83,45,23,9,38,8,11,6,37,43,24,6,9,13,23,0.5111111111111111,0.7272727272727273,0.23684210526315788,0.3855421686746988,19.224607497596924
2980,202102190NOP,2021-02-19,2020-2021,0,A,PHO,132,99.6,0.705,12.2,11.4,0.091,132.5,"Ty-Shon Alexander, Jalen Smith",99.6,0.579,12.3,15.4,0.232,114.4,1,51,88,49,29,22,39,8,12,4,33,37,38,8,4,13,17,0.5918367346938775,0.6666666666666666,0.5641025641025641,0.5795454545454546,26.337676739672858
2981,202102190NOP,2021-02-19,2020-2021,0,H,NOP,114,99.6,0.579,12.3,15.4,0.232,114.4,"Will Magnay, Naji Marshall",99.6,0.705,12.2,11.4,0.091,132.5,0,42,82,50,31,11,32,19,24,6,31,37,28,11,3,13,16,0.62,0.7916666666666666,0.34375,0.5121951219512195,20.964360587002098
2982,202102190ORL,2021-02-19,2020-2021,0,A,GSW,120,105.5,0.572,11.1,17.3,0.093,113.7,"Marquese Chriss, Nico Mannion, Jordan Poole, Alen Smailagic, Klay Thompson, James Wiseman, Kevon Looney",105.5,0.585,11.4,18.2,0.149,117.5,0,46,97,55,27,19,42,9,15,9,36,45,37,8,0,13,19,0.4909090909090909,0.6,0.4523809523809524,0.4742268041237113,24.088541666666668
2983,202102190ORL,2021-02-19,2020-2021,0,H,ORL,124,105.5,0.585,11.4,18.2,0.149,117.5,"Cole Anthony, Markelle Fultz, Aaron Gordon, Jonathan Isaac, Karim Mane",105.5,0.572,11.1,17.3,0.093,113.7,1,46,94,51,28,18,43,14,17,8,43,51,30,7,8,13,19,0.5490196078431373,0.8235294117647058,0.4186046511627907,0.48936170212765956,20.7641196013289
2984,202102190PHI,2021-02-19,2020-2021,0,A,CHI,105,97.0,0.458,9.7,26.0,0.189,108.2,"Devon Dotson, Chandler Hutchison, Lauri Markkanen, Adam Mokoka, Otto Porter",97.0,0.511,13.1,35.6,0.264,115.5,0,40,95,63,33,7,32,18,18,13,29,42,24,5,6,11,20,0.5238095238095238,1.0,0.21875,0.42105263157894735,17.401392111368907
2985,202102190PHI,2021-02-19,2020-2021,0,H,PHI,112,97.0,0.511,13.1,35.6,0.264,115.5,"Shake Milton, Paul Reed, Ben Simmons, Rayjon Tucker",97.0,0.458,9.7,26.0,0.189,108.2,1,41,87,66,34,7,21,23,29,16,37,53,23,5,7,15,18,0.5151515151515151,0.7931034482758621,0.3333333333333333,0.47126436781609193,16.69570267131243
2986,202102200CHI,2021-02-20,2020-2021,0,A,SAC,114,99.5,0.49,6.1,25.0,0.184,114.5,"Harrison Barnes, Chimezie Metu, Jahmi'us Ramsey, Glenn Robinson, Robert Woodard, Richaun Holmes",99.5,0.665,13.6,6.5,0.159,122.6,0,44,98,69,36,8,29,18,22,12,29,41,22,8,3,7,18,0.5217391304347826,0.8181818181818182,0.27586206896551724,0.4489795918367347,16.095990635059994
2987,202102200CHI,2021-02-20,2020-2021,0,H,CHI,122,99.5,0.665,13.6,6.5,0.159,122.6,"Devon Dotson, Chandler Hutchison, Lauri Markkanen, Adam Mokoka, Otto Porter",99.5,0.49,6.1,25.0,0.184,114.5,1,49,82,59,38,11,23,13,15,2,36,38,24,5,8,14,23,0.6440677966101694,0.8666666666666667,0.4782608695652174,0.5975609756097561,18.95734597156398
2988,202102200CHO,2021-02-20,2020-2021,0,A,GSW,100,97.1,0.512,13.1,18.4,0.153,103.0,"Marquese Chriss, Nico Mannion, Jordan Poole, Alen Smailagic, Klay Thompson, Kevon Looney, Stephen Curry, James Wiseman",97.1,0.627,23.3,11.8,0.107,105.1,0,37,85,46,24,13,39,13,17,9,30,39,23,10,3,14,12,0.5217391304347826,0.7647058823529411,0.3333333333333333,0.43529411764705883,17.76336113685511
2989,202102200CHO,2021-02-20,2020-2021,0,H,CHO,102,97.1,0.627,23.3,11.8,0.107,105.1,"Vernon Carey, Nate Darling, Nick Richards, Grant Riller, ""Devonte Graham""",97.1,0.512,13.1,18.4,0.153,103.0,1,37,75,35,17,20,40,8,9,4,40,44,23,7,2,24,22,0.4857142857142857,0.8888888888888888,0.5,0.49333333333333335,18.259765004763416
2990,202102200LAL,2021-02-20,2020-2021,0,A,MIA,96,97.3,0.471,12.8,21.3,0.188,98.7,"Meyers Leonard, Chris Silva",97.3,0.47,13.3,13.3,0.179,96.6,1,36,85,57,28,8,28,16,23,10,39,49,24,8,3,14,20,0.49122807017543857,0.6956521739130435,0.2857142857142857,0.4235294117647059,18.028846153846153
2991,202102200LAL,2021-02-20,2020-2021,0,H,LAL,94,97.3,0.47,13.3,13.3,0.179,96.6,"Anthony Davis, Dennis Schroder",97.3,0.471,12.8,21.3,0.188,98.7,0,33,84,39,20,13,45,15,17,6,37,43,25,5,6,14,17,0.5128205128205128,0.8823529411764706,0.28888888888888886,0.39285714285714285,19.16002452483139
2992,202102200MEM,2021-02-20,2020-2021,0,A,PHO,128,95.0,0.674,9.8,13.5,0.14,134.7,"Ty-Shon Alexander, Jalen Smith",95.0,0.414,10.4,32.1,0.215,102.1,1,46,86,40,22,24,46,12,13,5,36,41,35,5,7,10,14,0.55,0.9230769230769231,0.5217391304347826,0.5348837209302325,25.599765944997074
2993,202102200MEM,2021-02-20,2020-2021,0,H,MEM,97,95.0,0.414,10.4,32.1,0.215,102.1,"Dillon Brooks, Brandon Clarke, Jaren Jackson, Jontay Porter, Killian Tillie",95.0,0.674,9.8,13.5,0.14,134.7,0,36,93,60,31,5,33,20,23,17,32,49,19,5,4,12,12,0.5166666666666667,0.8695652173913043,0.15151515151515152,0.3870967741935484,14.16641813301521
2994,202102200POR,2021-02-20,2020-2021,0,A,WAS,118,104.8,0.539,14.3,26.7,0.247,112.5,"Thomas Bryant, Ish Smith, Cassius Winston",104.8,0.451,9.5,28.8,0.175,105.9,1,45,89,63,39,6,26,22,29,12,42,54,23,8,3,17,19,0.6190476190476191,0.7586206896551724,0.23076923076923078,0.5056179775280899,16.224604966139957
2995,202102200POR,2021-02-20,2020-2021,0,H,POR,111,104.8,0.451,9.5,28.8,0.175,105.9,Harry Giles,104.8,0.539,14.3,26.7,0.247,112.5,0,37,103,48,18,19,55,18,25,17,33,50,19,10,7,12,22,0.375,0.72,0.34545454545454546,0.3592233009708738,13.10344827586207
2996,202102210ATL,2021-02-21,2020-2021,0,A,DEN,115,97.3,0.607,12.5,8.1,0.155,118.2,"PJ Dozier, JaMychal Green, Gary Harris, Paul Millsap, Greg Whittington",97.3,0.593,10.3,25.0,0.333,126.4,0,43,84,48,27,16,36,13,16,3,30,33,25,8,3,13,24,0.5625,0.8125,0.4444444444444444,0.5119047619047619,19.373837569745813
2997,202102210ATL,2021-02-21,2020-2021,0,H,ATL,123,97.3,0.593,10.3,25.0,0.333,126.4,"Bogdan Bogdanovic, Kris Dunn, De'Andre Hunter, Nathan Knight, Rajon Rondo",97.3,0.607,12.5,8.1,0.155,118.2,1,42,81,47,30,12,34,27,33,10,34,44,29,6,4,11,20,0.6382978723404256,0.8181818181818182,0.35294117647058826,0.5185185185185185,21.399055489964585
2998,202102210CLE,2021-02-21,2020-2021,0,A,OKC,117,94.6,0.627,13.5,15.2,0.228,123.7,"Trevor Ariza, Moses Brown, Josh Hall, Ty Jerome, Aleksej Pokusevski",94.6,0.512,13.9,30.4,0.179,106.8,1,43,79,51,30,13,28,18,24,5,32,37,22,9,3,14,18,0.5882352941176471,0.75,0.4642857142857143,0.5443037974683544,17.52150366358713
2999,202102210CLE,2021-02-21,2020-2021,0,H,CLE,101,94.6,0.512,13.9,30.4,0.179,106.8,"Marques Bolden, Matthew Dellavedova, Andre Drummond, Kevin Love, Taurean Prince, Larry Nance",94.6,0.627,13.5,15.2,0.228,123.7,0,39,84,49,31,8,35,15,20,14,28,42,22,9,4,15,17,0.6326530612244898,0.75,0.22857142857142856,0.4642857142857143,16.94915254237288
3000,202102210LAC,2021-02-21,2020-2021,0,A,BRK,112,94.2,0.538,5.6,20.0,0.141,118.9,"Spencer Dinwiddie, Kevin Durant, Tyler Johnson, Reggie Perry, Iman Shumpert",94.2,0.546,14.4,34.0,0.149,114.6,1,44,92,54,33,11,38,13,19,9,31,40,21,10,4,6,19,0.6111111111111112,0.6842105263157895,0.2894736842105263,0.4782608695652174,16.488693467336685
3001,202102210LAC,2021-02-21,2020-2021,0,H,LAC,108,94.2,0.546,14.4,34.0,0.149,114.6,"Amir Coffey, Daniel Oturu, Jay Scrubb",94.2,0.538,5.6,20.0,0.141,118.9,0,40,87,52,25,15,35,13,18,16,36,52,24,3,4,16,17,0.4807692307692308,0.7222222222222222,0.42857142857142855,0.45977011494252873,17.788319003854134
3002,202102210MIL,2021-02-21,2020-2021,0,A,SAC,115,105.2,0.5,9.9,25.0,0.15,109.3,"Chimezie Metu, Jahmi'us Ramsey, Glenn Robinson, Robert Woodard, Harrison Barnes",105.2,0.55,13.8,32.6,0.322,121.7,0,44,100,67,32,12,33,15,20,14,29,43,29,6,3,12,26,0.47761194029850745,0.75,0.36363636363636365,0.44,19.359145527369826
3003,202102210MIL,2021-02-21,2020-2021,0,H,MIL,128,105.2,0.55,13.8,32.6,0.322,121.7,"Jaylen Adams, Mamadi Diakite, Jrue Holiday, Jordan Nwora",105.2,0.5,9.9,25.0,0.15,109.3,1,44,90,62,33,11,28,29,36,14,42,56,22,8,5,17,19,0.532258064516129,0.8055555555555556,0.39285714285714285,0.4888888888888889,15.189174261253797
3004,202102210NOP,2021-02-21,2020-2021,1,A,BOS,115,98.0,0.449,8.1,21.6,0.276,106.3,"Romeo Langford, Marcus Smart",98.0,0.505,10.5,24.0,0.266,110.9,0,39,98,61,29,10,37,27,34,11,38,49,22,9,11,10,30,0.47540983606557374,0.7941176470588235,0.2702702702702703,0.3979591836734694,15.176600441501103
3005,202102210NOP,2021-02-21,2020-2021,1,H,NOP,120,98.0,0.505,10.5,24.0,0.266,110.9,"Will Magnay, Naji Marshall",98.0,0.449,8.1,21.6,0.276,106.3,1,42,94,58,31,11,36,25,37,12,40,52,22,5,7,13,24,0.5344827586206896,0.6756756756756757,0.3055555555555556,0.44680851063829785,15.1431718061674
3006,202102210NYK,2021-02-21,2020-2021,0,A,MIN,99,96.0,0.5,14.1,15.9,0.207,103.1,"Jarrett Culver, D'Angelo Russell",96.0,0.462,12.1,23.4,0.397,107.3,0,33,82,47,17,16,35,17,21,7,36,43,24,6,3,15,24,0.3617021276595745,0.8095238095238095,0.45714285714285713,0.4024390243902439,18.427518427518425
3007,202102210NYK,2021-02-21,2020-2021,0,H,NYK,103,96.0,0.462,12.1,23.4,0.397,107.3,"Ignas Brazdeikis, Jared Harper, Austin Rivers, Mitchell Robinson",96.0,0.5,14.1,15.9,0.207,103.1,1,33,78,60,27,6,18,31,38,11,37,48,17,4,4,13,25,0.45,0.8157894736842105,0.3333333333333333,0.4230769230769231,13.630532392559333
3008,202102210ORL,2021-02-21,2020-2021,0,A,DET,96,99.3,0.434,9.9,16.4,0.187,96.7,"Blake Griffin, Killian Hayes, Jahlil Okafor, Delon Wright",99.3,0.488,10.5,11.1,0.321,105.8,0,34,91,51,23,11,40,17,21,9,40,49,23,10,4,11,21,0.45098039215686275,0.8095238095238095,0.275,0.37362637362637363,17.133492252681762
3009,202102210ORL,2021-02-21,2020-2021,0,H,ORL,105,99.3,0.488,10.5,11.1,0.321,105.8,"Cole Anthony, Markelle Fultz, Aaron Gordon, Jonathan Isaac, Karim Mane",99.3,0.434,9.9,16.4,0.187,96.7,1,35,81,51,26,9,30,26,29,5,46,51,24,7,8,11,18,0.5098039215686274,0.896551724137931,0.3,0.43209876543209874,18.63932898415657
3010,202102210TOR,2021-02-21,2020-2021,0,A,PHI,103,96.0,0.453,9.1,24.4,0.306,107.3,"Paul Reed, Rayjon Tucker",96.0,0.58,13.6,12.8,0.198,114.6,0,33,85,48,22,11,37,26,35,11,34,45,26,8,7,10,21,0.4583333333333333,0.7428571428571429,0.2972972972972973,0.38823529411764707,19.06158357771261
3011,202102210TOR,2021-02-21,2020-2021,0,H,TOR,110,96.0,0.58,13.6,12.8,0.198,114.6,"Jalen Harris, Kyle Lowry",96.0,0.453,9.1,24.4,0.306,107.3,1,40,81,47,26,14,34,16,18,5,34,39,25,5,5,14,24,0.5531914893617021,0.8888888888888888,0.4117647058823529,0.49382716049382713,19.543464665415886
3012,202102220DAL,2021-02-22,2020-2021,0,A,MEM,92,100.7,0.426,11.3,22.8,0.128,91.3,"Dillon Brooks, Jaren Jackson, Sean McDermott, Jontay Porter, Killian Tillie",100.7,0.531,14.9,11.6,0.213,101.2,0,37,94,63,31,6,31,12,19,13,38,51,17,7,1,13,23,0.49206349206349204,0.631578947368421,0.1935483870967742,0.39361702127659576,12.843759443940765
